GENE,EXPRESSION
YER015W,-0.181
YGL093W,0.161
YGL166W,-0.073
YDL005C,0.183
YKR041W,0.164
YBR078W,-0.227
YKL010C,-0.211
YNL317W,0.050
YBL047C,-0.024
YJL031C,0.101
YAL068C,-0.144
YDR320C,0.103
YIL052C,-0.258
YHR177W,-0.270
YGR198W,0.049
YEL059C-A,-0.015
YGL094C,-0.100
YGL167C,-0.143
YOR255W,-0.434
YOR328W,0.207
YBR079C,-0.005
YMR297W,-0.218
YNL318C,0.036
YJR136C,-0.116
YPR162C,0.075
YOR256C,0.037
YJL104W,0.201
YOR329C,0.045
YIL125W,0.114
YER016W,0.119
YDR037W,-0.317
YPL130W,-0.272
YLR021W,0.146
YPL203W,-0.058
YOL151W,-0.408
YKR042W,-0.036
YNL172W,0.370
YJR063W,-0.017
YKL011C,0.007
YHR178W,-0.018
YER017C,0.119
YGR199W,-0.081
YMR001C,0.088
YGL095C,0.100
YDR038C,0.100
YOR183W,-0.539
YLR022C,0.074
YCR059C,-0.145
YKR043C,0.146
YNL173C,0.206
YMR298W,-0.297
YJR137C,-0.096
YDL006W,-0.049
YCL027W,-0.332
YPR163C,-0.064
YBL048W,-0.442
YJL032W,-0.123
YDR321W,-0.450
YJL105W,-0.102
YAL069W,0.137
YIL053W,-0.664
YIL126W,0.227
YBR290W,0.147
YPL131W,-0.228
YPL204W,0.120
YGL168W,-0.372
YOL152W,0.762
YJR064W,-0.052
YNL246W,0.021
YNL319W,0.023
YHR179W,-0.565
YIL127C,0.023
YPR090W,0.071
YBR291C,0.242
YER018C,-0.088
YDR039C,0.115
YOR184W,-0.469
YLR023C,0.280
YOR257W,0.187
YOL080C,0.023
YPL205C,0.115
YJR065C,-0.118
YDL007W,0.042
YPR091C,-0.043
YCL028W,0.041
YKL012W,0.210
YBL049W,-0.241
YOR185C,-0.169
YJL033W,0.225
YDR322W,0.114
YJL106W,-0.302
YIL054W,-0.348
YMR002W,0.196
YGL096W,-0.259
YPL132W,0.007
YGL169W,0.081
YKR044W,-0.018
YNL174W,0.251
YCL029C,0.292
YKL013C,-0.204
YNL247W,-0.154
YJR138W,-0.008
YDR250C,0.253
YDR323C,0.164
YJL107C,-0.523
YIL055C,0.321
YBR292C,-0.255
YPR164W,0.000
YPL133C,0.198
YLR024C,-0.084
YPL206C,-0.090
YOR258W,-0.010
YKR045C,0.041
YNL175C,0.237
YNL248C,-0.064
YJR139C,-0.178
YDL008W,-0.082
YOR259C,0.223
YJL034W,-0.370
YIL128W,0.001
YER019W,-0.158
YMR003W,0.363
YPL060W,-0.084
YGL097W,0.160
YOL081W,-0.147
YDL009C,0.465
YOL154W,-0.197
YJR066W,-0.028
YKL014C,0.068
YJL035C,-0.212
YDR324C,0.220
YJL108C,-0.419
YPR092W,-0.163
YPR165W,-0.177
YPL134C,0.378
YOR186W,-0.230
YOL155C,0.155
YKR046C,0.267
YNL176C,0.017
YJR067C,0.097
YNL249C,-0.158
YPR093C,0.048
YPR166C,0.068
YDR251W,0.000
YIL056W,0.557
YDL220C,0.181
YBR293W,-0.149
YPL061W,1.423
YMR004W,0.245
YGL098W,-0.044
YLR025W,-0.063
YPL207W,-0.055
YOL082W,0.056
YIL057C,0.926
YOR187W,-0.112
YLR026C,0.175
YNL177C,0.131
YPR167C,-0.066
YKL015W,0.200
YDR252W,0.000
YJL036W,0.195
YDR325W,-0.007
YBR294W,0.327
YMR005W,0.218
YPL062W,-0.327
YPL135W,0.311
YGL099W,0.187
YOL083W,0.148
YPL208W,0.064
YOL156W,0.298
YKR047W,0.042
YKL016C,0.243
YJR068W,0.096
YDR253C,0.295
YDR326C,0.001
YLR310C,0.015
YPR094W,-0.050
YMR006C,0.030
YOR188W,0.242
YPL209C,0.366
YLR027C,-0.054
YOL157C,0.144
YDL221W,0.049
YKR048C,0.096
YJR069C,-0.078
YPR095C,0.071
YDR180W,0.049
YJL037W,0.034
YDL222C,-0.064
YIL058W,-0.081
YBR295W,-0.038
YPL063W,0.068
YPL136W,-0.338
YOL084W,0.320
YNL178W,-0.284
YKL017C,0.094
YDR181C,0.216
YJL038C,-0.201
YIL059C,-0.205
YLR311C,0.322
YBR296C,0.604
YPR168W,-0.026
YPL064C,0.096
YPL137C,-0.102
YOR189W,0.001
YLR028C,-0.176
YOL085C,0.068
YOL158C,-0.209
YKR049C,-0.267
YNL179C,0.047
YPR096C,-0.066
YAR020C,0.020
YDR254W,0.126
YDR327W,-0.069
YDL223C,0.366
YMR007W,-0.329
YER161C,0.173
YJL039C,0.112
YDR255C,0.001
YDR328C,0.053
YLR312C,0.644
YPR169W,0.072
YMR008C,-0.276
YPL138C,0.287
YLR029C,-0.154
YOL086C,-0.113
YDL150W,0.151
YOL159C,-0.242
YKL018W,0.015
YDR182W,-0.038
YDL151C,0.000
YDL224C,-0.099
YBR297W,0.394
YPL065W,0.073
YGR120C,0.063
YER162C,0.181
YDR256C,1.416
YDR329C,0.256
YLR313C,-0.076
YPR097W,0.035
YBR298C,0.000
YPL139C,0.195
YOL087C,-0.009
YPR098C,-0.288
YBR001C,0.230
YKL019W,-0.178
YDR183W,0.173
YLR240W,-0.011
YHR100C,-0.081
YPL066W,-0.017
YMR009W,-0.035
YGR121C,-0.032
YDR540C,-0.681
YER163C,-0.278
YDR184C,0.040
YDR257C,0.010
YLR314C,0.215
YPL067C,-0.082
YOL088C,0.283
YDL152W,0.240
YDL225W,0.114
YPR099C,0.048
YER090W,-0.067
YBR002C,-0.008
YMR220W,0.078
YDL080C,-0.252
YAR023C,-0.153
YDL153C,0.188
YLR241W,-0.233
YDL226C,-0.119
YBR299W,-0.109
YHR101C,-0.138
YDR541C,-0.154
YER091C,-0.621
YDR185C,-0.238
YMR221C,0.059
YDR258C,-0.075
YLR242C,-0.261
YPL068C,0.076
YOL089C,0.000
YGR122W,0.111
YER164W,0.176
YEL060C,-0.050
YDL081C,-0.429
YDL227C,0.174
YLR315W,-0.034
YGR050C,-0.169
YGR123C,-0.074
YJL180C,-0.013
YMR222C,-0.129
YDR186C,-0.016
YLR170C,0.107
YDR259C,0.121
YLR316C,-0.063
YAL034W-A,0.031
YBR003W,-0.162
YPL069C,-0.041
YDL154W,0.386
YHR102W,0.086
YER092W,-0.072
YER165W,0.163
YEL061C,0.133
YBR004C,-0.224
YLR243W,-0.117
YHR030C,-0.227
YGR051C,0.026
YDR470C,0.062
YDR543C,0.491
YER093C,0.100
YMR150C,-0.147
YLR244C,-0.136
YFL040W,-0.097
YDL082W,-0.381
YDL155W,0.183
YKL160W,-0.291
YHR103W,0.009
YGR124W,-0.187
YJL181W,-0.210
YGL020C,-0.008
YER166W,0.032
YPL280W,-0.283
YMR223W,-0.011
YLR171W,0.467
YDL083C,-0.405
YLR317W,-0.171
YHR031C,0.313
YKL161C,-0.198
YJL182C,-0.270
YDR544C,0.150
YOL052C-A,-0.303
YER094C,-0.065
YPL281C,-0.448
YMR224C,-0.062
YLR172C,-0.052
YLR245C,0.011
YFL041W,-0.126
YBR005W,-0.171
YEL062W,0.003
YDL156W,0.361
YIR010W,0.197
YHR104W,-0.464
YGR052W,-0.411
YGR125W,-0.009
YDR471W,-0.276
YFL042C,0.101
YER167W,-0.014
YMR151W,-0.234
YEL063C,0.047
YDR188W,-0.014
YML120C,0.166
YIR011C,0.175
YDL157C,-0.026
YKL006C-A,-0.103
YKL162C,0.058
YGR053C,-0.127
YER168C,0.066
YPL282C,-0.093
YMR225C,0.045
YGL021W,-0.151
YLR319C,0.071
YBR006W,-0.178
YAR027W,-0.228
YDL084W,-0.139
YHR032W,0.071
YHR105W,-0.245
YGR126W,-0.035
YJL183W,-0.049
YDR472W,-0.101
YOR110W,0.044
YER095W,0.015
YBR007C,-0.281
YMR152W,-0.101
YEL064C,-0.081
YDR189W,0.083
YLR173W,-0.062
YLR246W,-0.159
YDL158C,-0.087
YDR473C,0.404
YMR080C,-0.022
YHL001W,-0.363
YMR226C,-0.204
YPL283C,0.039
YLR247C,-0.243
YGL022W,0.008
YNL100W,0.237
YDL085W,0.310
YAR028W,-0.173
YML121W,0.038
YIR012W,0.012
YHR033W,0.115
YKL090W,-0.102
YKL163W,-0.344
YHR106W,-0.218
YGR054W,0.070
YGR127W,0.137
YJL184W,0.011
YGL023C,0.228
YOR111W,0.044
YER096W,0.002
YFL044C,-0.033
YER169W,0.082
YMR153W,0.187
YBR008C,-0.271
YLR174W,1.063
YML122C,0.249
YIR013C,-0.040
YKL091C,-0.234
YHR034C,-0.300
YHR107C,0.123
YKL164C,-0.218
YJL185C,0.190
YGR128C,0.030
YDR474C,0.000
YMR081C,-0.077
YMR154C,-0.083
YMR227C,0.249
YHL002W,0.054
YEL065W,0.932
YNL101W,0.016
YAR029W,0.026
YDL086W,-0.071
YDL159W,0.251
YGR055W,0.317
YHL003C,-0.145
YOR112W,-0.093
YNR060W,0.000
YFL045C,-0.307
YER097W,0.050
YBR009C,0.320
YML123C,0.283
YLR175W,0.038
YDL087C,-0.006
YLR248W,0.027
YKL092C,0.287
YER019C-A,-0.149
YKL165C,-0.263
YNR061C,-0.196
YMR082C,-0.227
YLR176C,-0.099
YGL024W,-0.174
YEL066W,0.210
YNL102W,-0.049
YML050W,0.013
YIR014W,-0.003
YHR035W,-0.122
YHR108W,-0.047
YGR056W,0.096
YBR220C,-0.018
YOR040W,0.397
YJL186W,0.113
YGR129W,-0.059
YOR113W,0.095
YGL025C,0.095
YER098W,0.095
YEL067C,0.212
YMR155W,-0.094
YMR228W,0.138
YML124C,-0.132
YDL088C,0.069
YLR249W,-0.390
YKL166C,-0.019
YGR057C,-0.017
YOR041C,0.164
YJL187C,0.136
YDR476C,-0.011
YNR062C,-0.321
YLR460C,-0.378
YER099C,-0.064
YMR156C,0.059
YMR229C,-0.188
YHL004W,0.037
YFL046W,0.074
YNL030W,0.237
YNL103W,0.162
YML051W,-0.070
YIR015W,0.006
YHR036W,-0.040
YKL093W,0.103
YPR020W,0.227
YHR109W,0.059
YBR221C,-0.112
YHL005C,-0.093
YGL026C,-0.253
YOR114W,0.236
YNL031C,0.106
YMR083W,-0.218
YNL104C,0.164
YEL068C,-0.091
YLR177W,-0.000
YML125C,-0.121
YPR021C,-0.144
YKL167C,-0.123
YJL188C,-0.235
YOR115C,0.013
YMR157C,-0.193
YLR178C,-0.532
YOL010W,0.383
YFL047W,-0.108
YML052W,-0.053
YDL089W,-0.094
YIR016W,-0.024
YHR037W,0.113
YKL094W,0.002
YHL006C,-0.090
YBR222C,-0.000
YGR058W,0.045
YOR042W,0.216
YGL027C,0.082
YDR477W,0.058
YNR063W,0.175
YLR461W,-0.118
YFL048C,-0.131
YMR084W,-0.378
YEL069C,0.127
YML053C,0.056
YML126C,-0.072
YIR017C,-0.135
YKL168C,-0.120
YPR022C,0.058
YOR116C,-0.014
YNR064C,0.242
YLR179C,-0.253
YOL011W,0.212
YNL032W,0.047
YNL105W,0.029
YHR038W,-0.007
YKL095W,0.030
YBR150C,-0.127
YHL007C,0.115
YGR059W,-0.156
YBR223C,-0.014
YJL189W,-0.279
YOR043W,-0.068
YGL028C,0.095
YDR478W,-0.038
YLR462W,-0.013
YOL012C,-0.009
YNL106C,0.085
YMR158W,0.094
YML054C,0.963
YHR039C,-0.208
YPR023C,0.224
YKL169C,0.021
YDR479C,-0.185
YHR079C-A,-0.222
YNR065C,-0.224
YLR463C,0.024
YMR159C,-0.144
YFL049W,0.170
YNL033W,-0.125
YGR270W,0.187
YML127W,-0.172
YIR018W,0.231
YKL096W,-0.290
YHL008C,0.020
YOR044W,-0.262
YLR390W,0.000
YOR117W,0.050
YOL013C,-0.096
YMR086W,0.024
YML128C,-0.546
YKL097C,0.061
YNR066C,-0.231
YBR151W,-0.166
YBR224W,-0.011
YGL029W,0.196
YNL034W,0.234
YNL107W,0.151
YML055W,-0.079
YGR271W,0.062
YPR024W,0.086
YHL009C,-0.116
YOR045W,-0.037
YOR118W,0.092
YMR087W,-0.210
YNL035C,-0.041
YNL108C,-0.191
YML056C,-0.212
YGR272C,0.097
YML129C,-0.028
YPR025C,0.118
YOR046C,-0.110
YDR110W,0.351
YLR392C,0.249
YOR119C,0.233
YNR067C,0.266
YLR465C,-0.264
YGL240W,-0.112
YMR088C,-0.037
YBR152W,0.063
YBR225W,0.040
YOL014W,-0.356
YDR111C,0.226
YBR080C,-0.194
YKL098W,-0.033
YGR273C,-0.152
YOR330C,0.132
YKL099C,0.234
YOR047C,0.179
YGL241W,-0.037
YNR068C,-0.443
YMR089C,0.022
YBR153W,0.001
YOL015W,0.097
YNL036W,0.998
YNL109W,-0.199
YML057W,-0.126
YGL242C,0.001
YBR081C,0.359
YBR154C,0.166
YPR026W,0.075
YBR227C,0.066
YLR393W,-0.089
YOL016C,-0.365
YLR466W,0.028
YNL037C,0.009
YGR274C,0.177
YOR331C,-0.134
YPR027C,0.001
YOR048C,0.117
YCR060W,-0.109
YNR069C,0.004
YNL320W,-0.138
YHR180W,-0.079
YDR040C,0.119
YML058W,-0.158
YDR113C,0.340
YGL170C,-0.203
YBR082C,-0.134
YLR394W,-0.038
YBL050W,-0.066
YML059C,-0.008
YOR049C,0.164
YLR395C,0.000
YGL243W,0.144
YCR061W,-0.085
YCL030C,-1.067
YBR155W,0.082
YBR228W,0.239
YNL321W,-0.037
YBL051C,-0.008
YOL017W,0.509
YHR181W,-0.121
YNL038W,-0.126
YGR275W,0.088
YDR114C,0.107
YOR332W,-0.105
YBR156C,0.103
YPR028W,-0.341
YBR229C,-0.385
YNL322C,0.004
YJR140C,0.084
YOL018C,0.215
YGR276C,0.123
YOR333C,-0.392
YPR029C,-0.034
YER020W,0.018
YDR041W,0.085
YGL171W,0.352
YLR396C,-0.040
YGL244W,0.311
YCR062W,0.122
YCL031C,0.260
YBR083W,-0.100
YBL052C,0.184
YHR182W,0.081
YNL039W,0.140
YDR042C,0.285
YOR260W,-0.092
YBR157C,-0.017
YDL010W,0.213
YGR277C,-0.145
YOR261C,0.307
YIL130W,0.152
YER021W,0.156
YGL172W,0.076
YDR115W,-0.089
YLR397C,-0.020
YDL011C,0.096
YCR063W,-0.017
YGL245W,-0.157
YBR084W,-0.159
YNL250W,0.011
YJR141W,-0.036
YNL323W,0.000
YJL110C,0.204
YOL019W,-0.021
YHR183W,-0.055
YIL131C,0.128
YDR043C,-0.280
YDR116C,-0.006
YGL173C,0.041
YCR064C,-0.076
YOR334W,-0.154
YGL246C,0.002
YCL032W,0.126
YBL053W,0.100
YOR335C,-0.153
YFR001W,0.310
YER022W,0.207
YLR398C,0.125
YLR100W,-0.122
YDL012C,-0.039
YBR085W,0.238
YCL033C,0.003
YBR158W,-0.074
YNL324W,-0.125
YJR142W,-0.026
YIL132C,-0.102
YHR184W,-0.232
YGR278W,0.011
YPL210C,0.151
YDR117C,0.006
YOR262W,0.070
YLR101C,-0.105
YBR086C,-0.154
YJR070C,-0.175
YNL252C,0.064
YNL325C,0.091
YJR143C,-0.106
YHR185C,-0.452
YBL054W,0.281
YGR279C,-0.069
YOR263C,0.353
YJL111W,0.090
YFR002W,0.225
YDR400W,-0.233
YER023W,-0.060
YDR044W,-0.758
YLR399C,0.220
YGL174W,-0.057
YGL247W,-0.122
YCR065W,0.023
YBR159W,-0.115
YBL055C,-0.266
YFR003C,0.158
YIL133C,-0.453
YOR190W,-0.034
YDR045C,0.010
YGL175C,-0.153
YOR336W,0.005
YLR102C,0.139
YNL180C,0.049
YNL326C,-0.033
YDL013W,0.214
YHR186C,0.196
YCL034W,0.064
YJL112W,0.258
YDR401W,-0.182
YIL060W,-0.171
YER024W,0.552
YDR118W,0.100
YPL211W,-0.231
YCR066W,0.141
YGL248W,-0.181
YKR050W,-0.013
YBR087W,0.010
YCL035C,0.031
YJR071W,-0.064
YNL253W,0.062
YJR144W,0.162
YIL061C,0.165
YDR402C,0.064
YDR046C,-0.155
YOR191W,0.001
YOR264W,0.493
YGL176C,-0.193
YPL212C,-0.019
YOR337W,0.203
YCR067C,-0.308
YLR103C,0.123
YBR088C,0.080
YJR072C,0.228
YNL254C,0.013
YJR145C,-0.338
YDL014W,-0.039
YOR192C,-0.098
YBL056W,-0.150
YFR004W,0.154
YIL134W,-0.759
YER025W,0.010
YDR119W,-0.105
YLR030W,-0.022
YOL160W,0.066
YGL249W,0.023
YDL015C,-0.057
YKR051W,-0.226
YNL181W,0.177
YKL020C,0.089
YNL327W,0.187
YBL057C,-0.078
YFR005C,-0.200
YIL062C,-0.024
YHR187W,0.131
YIL135C,-0.186
YPR171W,0.259
YER026C,0.008
YPL140C,0.010
YOR265W,0.017
YOR338W,0.536
YOL161C,-0.104
YKR052C,-0.013
YNL182C,0.092
YNL255C,-0.160
YJR073C,-0.166
YNL328C,-0.128
YHR188C,-0.141
YCL036W,0.102
YJL041W,0.097
YOR339C,-0.161
YDR330W,0.058
YDR403W,0.047
YMR010W,-0.085
YDR047W,0.069
YPL213W,0.136
YLR031W,0.057
YDL016C,-0.155
YCR068W,-0.075
YLR104W,-0.002
YCL037C,-0.005
YBR089W,0.110
YKL021C,0.210
YJR146W,-0.283
YIL063C,0.154
YDR404C,-0.132
YPR172W,-0.119
YER027C,-0.027
YOR193W,0.117
YPL141C,-0.068
YOR266W,0.156
YPL214C,-0.146
YLR105C,-0.037
YKR053C,-0.039
YNL183C,-0.013
YNL329C,0.146
YPR173C,0.112
YOR194C,0.301
YBL058W,0.064
YOR267C,-0.059
YJL042W,0.063
YJL115W,0.334
YDR331W,-0.113
YFR006W,-0.003
YIL136W,0.219
YMR011W,0.504
YLR032W,0.093
YGL178W,-0.224
YCR069W,-0.221
YOL162W,-0.304
YCL038C,-0.135
YKL022C,0.256
YJR074W,-0.122
YNL256W,-0.127
YJR147W,-0.140
YJL116C,0.067
YHR189W,-0.227
YIL137C,-0.016
YER028C,-0.075
YPL142C,-0.390
YGL179C,-0.469
YKR054C,-0.008
YNL184C,-0.034
YNL257C,0.011
YDL017W,0.037
YLL001W,0.195
YPR174C,-0.015
YBL059W,0.105
YOR268C,-0.178
YJL043W,-0.360
YDR332W,0.080
YDR405W,0.254
YIL064W,-0.073
YFR007W,-0.005
YMR012W,-0.030
YDR049W,0.171
YLR033W,0.202
YOL090W,0.237
YPL215W,-0.038
YOL163W,0.041
YDL018C,0.038
YJR075W,-0.066
YJR148W,0.241
YDR260C,0.202
YJL044C,0.044
YDR333C,0.108
YIL065C,0.036
YIL138C,0.112
YER029C,0.316
YMR013C,-0.271
YOR195W,0.628
YLR034C,0.086
YNL185C,-0.048
YJR076C,0.233
YNL258C,0.147
YLL002W,0.005
YKL023W,0.110
YOR196C,-0.048
YJL117W,0.072
YFR008W,0.402
YDR406W,0.075
YPL070W,-0.050
YPL143W,-0.375
YOL091W,0.140
YPL216W,0.000
YOL164W,-0.039
YLR107W,-0.010
YDL019C,0.023
YKR055W,0.076
YKL024C,-0.191
YJR149W,0.065
YDR261C,-0.346
YDR407C,-0.139
YIL066C,-0.015
YIL139C,-0.029
YPR175W,0.138
YPL071C,0.044
YOR269W,-0.311
YPL217C,0.063
YLR108C,-0.120
YOL165C,-0.248
YJR077C,0.186
YNL259C,-0.141
YLL003W,-0.085
YPR176C,-0.193
YJL045W,0.483
YDR334W,0.107
YJL118W,-0.126
YFR009W,0.011
YMR014W,0.423
YOL092W,-0.152
YKR056W,0.350
YNL186W,0.329
YKL025C,-0.076
YJL119C,-0.064
YIL067C,-0.086
YDR408C,-0.205
YMR015C,0.021
YOR197W,-0.118
YPL145C,-0.328
YLR036C,0.008
YOL166C,-0.554
YDL230W,-0.132
YLL004W,0.098
YPR177C,0.069
YOR198C,0.044
YJL046W,-0.138
YDR335W,0.028
YDL231C,-0.168
YPL072W,0.062
YOL093W,0.288
YGR200C,0.271
YPL218W,-0.077
YLR109W,-0.603
YLL005C,-0.066
YKR057W,-0.491
YNL187W,0.042
YJR078W,0.011
YKL026C,-0.048
YDR190C,0.023
YDR263C,0.140
YJL047C,0.118
YIL068C,0.219
YPL073C,-0.080
YMR016C,0.072
YPL146C,0.422
YLR037C,-0.045
YOL094C,0.123
YDR336W,-0.086
YLR320W,0.151
YDR409W,0.000
YPL219W,-0.017
YKR058W,-0.219
YNL188W,0.243
YJR079W,0.128
YMR300C,-0.514
YJL048C,-0.052
YDR264C,0.025
YLR321C,0.252
YIL069C,-0.313
YPR178W,0.195
YOR199W,-0.326
YLR038C,0.242
YOL095C,0.024
YDL232W,-0.013
YLL006W,-0.029
YPR179C,0.200
YER170W,-0.027
YKL027W,0.035
YDR191W,-0.108
YAR030C,-0.296
YDR337W,0.236
YDL160C,-0.041
YPL074W,0.233
YMR017W,-0.055
YPL147W,0.870
YGR202C,0.005
YKR059W,-0.283
YLL007C,0.139
YNL189W,0.082
YDR192C,-0.079
YMR301C,0.120
YDR338C,0.025
YPL148C,0.099
YLR039C,0.220
YOL096C,-0.077
YDL233W,0.163
YER171W,0.087
YKL028W,0.214
YJL049W,0.171
YDR265W,0.124
YLR322W,0.265
YDL234C,0.035
YMR018W,0.649
YPL075W,-0.373
YGR130C,0.277
YER172C,-0.083
YKL029C,-0.526
YMR302C,-0.282
YDR266C,0.029
YDR339C,0.155
YLR323C,0.192
YBR010W,0.182
YAR031W,-0.072
YOL097C,-0.228
YDL161W,0.128
YGR203W,-0.141
YLL008W,0.279
YBR011C,-0.200
YLR250W,0.419
YDL162C,0.065
YDL235C,-0.010
YPL076W,-0.195
YMR019W,0.049
YPL149W,0.033
YLL009C,0.089
YDR194C,0.019
YMR303C,-0.013
YDR267C,0.057
YPL077C,0.047
YOL098C,-0.174
YAL001C,0.065
YHR110W,-0.022
YGR131W,-0.392
YGR204W,-0.459
YER173W,0.095
YBR012C,0.000
YMR230W,-0.572
YDL090C,-0.093
YLR251W,-0.554
YLR324W,-0.102
YGR132C,-0.022
YER174C,-0.152
YLR325C,-0.315
YGL100W,-0.019
YPL078C,0.164
YOL099C,0.047
YAR033W,-0.007
YDL163W,-0.067
YDL236W,-0.223
YHR111W,0.191
YGR205W,0.110
YBR013C,-0.065
YDR195W,0.308
YMR231W,-0.052
YMR304W,0.154
YDL091C,0.129
YDR268W,-0.086
YDL164C,0.162
YLR252W,-0.473
YHR112C,-0.105
YJL190C,-0.444
YAL002W,-0.118
YER175C,-0.195
YDR196C,0.139
YMR305C,-0.315
YDR269C,-0.010
YGL101W,-0.103
YEL070W,-0.443
YDL237W,-0.157
YGR060W,-0.191
YGR133W,-0.177
YGR206W,-0.221
YGL102C,-0.362
YFL050C,-0.011
YBR014C,0.043
YMR232W,-0.103
YLR180W,-0.275
YLR253W,0.011
YDL238C,-0.079
YLR326W,0.012
YPL079W,-0.372
YGR061C,-0.382
YGR207C,-0.005
YAL003W,-0.157
YLR181C,0.285
YLR254C,0.000
YLR327C,0.343
YEL071W,-0.478
YAR035W,0.184
YDL092W,-0.008
YDL165W,-0.027
YHR040W,0.089
YKL170W,-0.065
YHR113W,-0.223
YJL191W,-0.454
YGR134W,0.043
YDR480W,0.079
YFL051C,0.030
YER176W,0.086
YEL017C-A,-0.316
YBR015C,0.001
YMR160W,0.005
YDR197W,-0.093
YMR233W,-0.167
YMR306W,-0.089
YDL166C,0.205
YIR020C,-0.093
YDL239C,0.194
YHR041C,-0.108
YGR062C,-0.152
YJL192C,-0.257
YDR481C,-0.350
YDR198C,0.029
YGL030W,-0.268
YLR255C,-0.193
YGL103W,-0.346
YEL072W,-0.162
YDL093W,-0.074
YHR114W,0.132
YKL171W,0.069
YHL010C,0.040
YGR135W,-0.020
YGL031C,-0.206
YGR208W,-0.386
YGL104C,-0.345
YER177W,-0.169
YEL073C,-0.057
YMR161W,-0.015
YMR234W,-0.129
YLR182W,0.232
YML130C,-0.342
YDL094C,-0.056
YDL167C,0.245
YLR328W,0.087
YHR115C,0.056
YGR063C,-0.156
YDR482C,0.128
YGR209C,-0.225
YMR162C,0.175
YMR235C,-0.018
YLR183C,0.242
YMR308C,-0.140
YFL052W,0.035
YBR016W,0.131
YIR021W,-0.117
YHR042W,-0.101
YKL172W,0.436
YHL011C,-0.004
YBR300C,-0.453
YGR136W,-0.167
YJL193W,-0.186
YOR120W,0.194
YGL032C,-0.467
YER178W,0.042
YNL110C,0.602
YBR017C,-0.091
YLR256W,0.011
YLR329W,-0.143
YHR043C,-0.173
YOR121C,0.105
YMR163C,-0.129
YMR309C,0.009
YGL105W,-0.087
YFL053W,-0.029
YEL074W,-0.006
YJR001W,-0.028
YML131W,0.176
YDL095W,-0.073
YDL168W,-0.021
YIR022W,0.027
YAL007C,-0.167
YKL173W,0.041
YHR116W,-0.115
YPR100W,0.107
YGR064W,-0.145
YGR137W,-0.168
YJL194W,0.018
YDR483W,-0.132
YFL054C,0.165
YMR090W,-0.403
YER179W,-0.219
YBR018C,0.153
YNL111C,-0.009
YEL075C,0.028
YMR236W,-0.023
YLR184W,0.000
YDL096C,0.004
YDL169C,0.293
YLR257W,-0.219
YHR044C,-0.168
YKL174C,0.000
YGR065C,-0.104
YGR138C,-0.332
YJL195C,-0.002
YOR122C,-0.183
YMR091C,0.102
YHL012W,-0.163
YBR301W,-0.183
YGL033W,-0.448
YGL106W,-0.262
YJR002W,0.170
YML132W,-0.178
YIR023W,0.059
YHR117W,0.091
YHL013C,0.370
YPR101W,0.139
YDR484W,-0.156
YGL034C,-0.217
YNR070W,0.265
YGL107C,0.137
YEL076C,-0.038
YBR019C,0.061
YJR003C,-0.060
YMR237W,-0.068
YDL097C,0.090
YLR185W,-0.272
YML133C,-0.060
YIR024C,0.176
YLR258W,-0.405
YHR118C,0.100
YGR066C,-0.356
YPR102C,-0.177
YJL196C,-0.438
YOR050C,-0.049
YOR123C,0.373
YDR485C,0.343
YNR071C,-0.158
YML095C-A,-0.016
YAL008W,-0.168
YMR092C,-0.105
YMR165C,-0.162
YLR259C,-0.064
YFL055W,0.278
YNL112W,0.067
YML060W,0.199
YHR045W,-0.142
YKL175W,-0.057
YBR230C,0.222
YHL014C,-0.107
YGL035C,0.345
YGL108C,0.110
YFL056C,-0.131
YML061C,0.200
YMR238W,-0.224
YJR004C,0.060
YDL098C,0.204
YLR186W,-0.149
YHR046C,-0.310
YKL176C,-0.064
YGR067C,0.479
YOR051C,-0.029
YDR486C,0.104
YOR124C,-0.025
YAL009W,0.080
YMR166C,0.119
YMR239C,0.038
YNL040W,0.058
YNL113W,0.304
YIR025W,-0.153
YPR030W,0.046
YHR119W,-0.034
YBR231C,0.213
YPR103W,-0.107
YJL197W,-0.135
YNR072W,0.214
YFL057C,-0.163
YNL041C,0.138
YMR093W,0.091
YNL114C,0.240
YML062C,0.232
YLR187W,0.189
YIR026C,0.000
YHR047C,-0.110
YPR104C,0.161
YGR068C,-0.261
YOR052C,0.042
YOR125C,-0.384
YDR487C,-0.189
YNR073C,-0.240
YHL015W,-0.222
YGL036W,-0.222
YOL020W,0.201
YGL109W,0.024
YJR005W,-0.074
YDL099W,0.377
YPR031W,0.377
YKL177W,0.054
YHL016C,0.000
YBR232C,0.089
YJL198W,0.230
YGL037C,-0.432
YOL021C,0.083
YMR094W,0.063
YNL115C,-0.036
YMR167W,0.022
YLR188W,0.031
YIR027C,-0.167
YKL178C,0.041
YPR105C,0.159
YJL199C,-0.162
YDR488C,0.148
YOR126C,-0.038
YNR074C,-0.092
YMR095C,-0.123
YMR168C,0.093
YLR189C,0.000
YFL058W,-0.045
YNL042W,-0.326
YJR006W,0.126
YML063W,-0.388
YHR048W,-0.081
YPR032W,0.044
YGR069W,-0.419
YOR053W,0.136
YGL038C,-0.246
YOL022C,-0.197
YNL043C,-0.123
YGR280C,0.369
YER056C-A,-0.235
YML064C,-0.218
YKL179C,0.124
YPR033C,-0.163
YOR054C,0.082
YMR169C,-0.322
YBR160W,-0.016
YBR233W,0.163
YHL017W,-0.187
